OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
47-5061,"Roof Bolters, Mining",detailed,"5,880",5.4,26.25,"54,590",1.1,21.82,24.13,26.34,28.54,32.42,"45,380","50,200","54,780","59,360","67,430",,
47-5070,"Roustabouts, Oil and Gas",broad,"68,230",3.3,17.39,"36,170",0.8,10.98,13.32,16.62,20.73,25.56,"22,850","27,710","34,560","43,120","53,170",,
47-5071,"Roustabouts, Oil and Gas",detailed,"68,230",3.3,17.39,"36,170",0.8,10.98,13.32,16.62,20.73,25.56,"22,850","27,710","34,560","43,120","53,170",,
47-5080,Helpers--Extraction Workers,broad,"23,020",4.4,16.89,"35,120",1.1,10.79,13.18,16.30,20.07,24.32,"22,450","27,420","33,910","41,750","50,580",,
47-5081,Helpers--Extraction Workers,detailed,"23,020",4.4,16.89,"35,120",1.1,10.79,13.18,16.30,20.07,24.32,"22,450","27,420","33,910","41,750","50,580",,
47-5090,Miscellaneous Extraction Workers,broad,"7,960",9.6,19.73,"41,040",2.6,11.79,14.53,19.02,22.79,28.09,"24,530","30,230","39,570","47,400","58,430",,
47-5099,"Extraction Workers, All Other",detailed,"7,960",9.6,19.73,"41,040",2.6,11.79,14.53,19.02,22.79,28.09,"24,530","30,230","39,570","47,400","58,430",,
49-0000,"Installation, Maintenance, and Repair Occupations",major,"5,138,130",0.3,21.35,"44,420",0.1,11.01,14.69,19.92,26.95,34.18,"22,900","30,550","41,440","56,050","71,090",,
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,"428,620",0.5,30.52,"63,490",0.2,17.71,22.51,29.43,37.04,45.23,"36,830","46,820","61,220","77,050","94,070",,
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,"428,620",0.5,30.52,"63,490",0.2,17.71,22.51,29.43,37.04,45.23,"36,830","46,820","61,220","77,050","94,070",,
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"428,620",0.5,30.52,"63,490",0.2,17.71,22.51,29.43,37.04,45.23,"36,830","46,820","61,220","77,050","94,070",,
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,"570,200",0.9,23.50,"48,880",0.3,12.70,16.67,22.56,30.08,35.49,"26,420","34,680","46,930","62,570","73,810",,
49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,"110,850",2.0,18.42,"38,310",0.6,10.52,13.41,17.50,22.29,27.83,"21,890","27,890","36,390","46,360","57,880",,
49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"110,850",2.0,18.42,"38,310",0.6,10.52,13.41,17.50,22.29,27.83,"21,890","27,890","36,390","46,360","57,880",,
49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,"223,440",1.5,25.80,"53,670",0.5,14.64,18.91,26.05,32.80,36.34,"30,460","39,340","54,180","68,230","75,580",,
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"14,090",4.5,23.26,"48,380",1.3,12.97,16.71,22.24,29.93,35.17,"26,990","34,750","46,260","62,240","73,150",,
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"209,350",1.5,25.98,"54,030",0.5,14.77,19.12,26.32,32.93,36.39,"30,710","39,760","54,760","68,490","75,690",,
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,"235,910",1.2,23.71,"49,320",0.4,12.97,17.09,22.89,29.33,35.69,"26,970","35,540","47,610","61,000","74,230",,
49-2091,Avionics Technicians,detailed,"17,310",4.4,27.38,"56,940",1.2,17.76,22.81,26.92,32.91,38.25,"36,950","47,450","55,990","68,460","79,560",,
49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"18,490",5.4,19.47,"40,500",1.2,11.14,14.62,18.28,23.33,29.12,"23,170","30,400","38,030","48,530","60,570",,
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,"15,340",5.0,25.95,"53,970",1.2,16.52,20.58,25.40,30.99,35.97,"34,370","42,810","52,830","64,460","74,810",,
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"67,410",1.7,26.07,"54,230",0.7,15.91,20.39,25.67,30.82,36.13,"33,090","42,410","53,400","64,110","75,150",,
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"23,210",3.7,32.82,"68,270",0.7,23.12,28.88,33.52,37.90,43.23,"48,090","60,070","69,720","78,820","89,910",,
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,"11,900",5.9,16.14,"33,570",2.5,8.84,11.26,15.02,18.60,24.40,"18,400","23,410","31,230","38,680","50,750",,
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"26,960",4.8,17.94,"37,310",1.1,10.34,13.24,17.15,21.97,27.13,"21,500","27,540","35,660","45,700","56,440",,
49-2098,Security and Fire Alarm Systems Installers,detailed,"55,300",2.5,21.09,"43,870",0.8,12.75,16.10,20.19,25.28,30.79,"26,530","33,490","42,000","52,590","64,050",,
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,"1,463,720",0.4,19.87,"41,330",0.2,10.43,13.81,18.63,24.90,30.82,"21,700","28,720","38,740","51,800","64,110",,
49-3010,Aircraft Mechanics and Service Technicians,broad,"115,410",2.0,27.70,"57,610",0.8,16.63,22.02,26.91,33.33,40.85,"34,580","45,810","55,980","69,320","84,960",,
49-3011,Aircraft Mechanics and Service Technicians,detailed,"115,410",2.0,27.70,"57,610",0.8,16.63,22.02,26.91,33.33,40.85,"34,580","45,810","55,980","69,320","84,960",,
49-3020,Automotive Technicians and Repairers,broad,"755,550",0.5,19.17,"39,880",0.3,10.19,13.32,17.78,23.59,29.70,"21,200","27,710","36,990","49,070","61,780",,
49-3021,Automotive Body and Related Repairers,detailed,"134,650",1.3,20.49,"42,620",0.7,11.32,14.67,18.68,24.90,32.22,"23,550","30,520","38,850","51,790","67,010",,
49-3022,Automotive Glass Installers and Repairers,detailed,"15,910",6.6,15.89,"33,050",1.5,9.55,12.13,15.54,18.95,22.63,"19,860","25,230","32,310","39,420","47,080",,
49-3023,Automotive Service Technicians and Mechanics,detailed,"604,990",0.6,18.97,"39,450",0.3,10.06,13.10,17.65,23.49,29.43,"20,920","27,250","36,710","48,860","61,210",,
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,"238,150",1.0,21.21,"44,120",0.3,13.11,16.34,20.54,25.78,30.66,"27,270","33,980","42,730","53,610","63,760",,
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"238,150",1.0,21.21,"44,120",0.3,13.11,16.34,20.54,25.78,30.66,"27,270","33,980","42,730","53,610","63,760",,
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,"170,720",1.2,21.98,"45,710",0.4,13.55,16.93,21.55,26.54,31.18,"28,180","35,220","44,830","55,200","64,840",,
49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"34,840",2.2,17.50,"36,390",0.6,11.03,13.62,17.05,20.95,24.77,"22,940","28,320","35,470","43,580","51,510",,
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"116,590",1.4,23.00,"47,830",0.4,15.01,18.14,22.53,27.29,32.31,"31,230","37,740","46,870","56,760","67,210",,
49-3043,Rail Car Repairers,detailed,"19,290",4.9,23.89,"49,700",1.4,14.81,19.41,24.33,28.21,32.82,"30,800","40,370","50,600","58,680","68,270",,
49-3050,Small Engine Mechanics,broad,"62,860",1.8,16.63,"34,590",0.6,9.85,12.39,15.86,20.01,24.90,"20,490","25,760","32,980","41,630","51,790",,
49-3051,Motorboat Mechanics and Service Technicians,detailed,"19,650",4.1,17.99,"37,430",1.1,10.42,13.57,17.35,21.77,27.00,"21,670","28,230","36,090","45,280","56,170",,
49-3052,Motorcycle Mechanics,detailed,"14,960",3.6,17.02,"35,400",1.1,10.06,12.56,16.15,20.49,25.64,"20,930","26,120","33,590","42,620","53,330",,
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"28,250",2.8,15.47,"32,180",0.6,9.57,11.73,14.68,18.26,22.64,"19,900","24,400","30,540","37,980","47,090",,
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,"121,020",2.1,12.82,"26,660",0.6,8.51,9.71,11.72,14.80,18.72,"17,700","20,200","24,380","30,780","38,940",,
49-3091,Bicycle Repairers,detailed,"10,450",6.8,12.58,"26,160",1.2,8.62,10.00,12.22,14.48,17.62,"17,920","20,800","25,420","30,110","36,650",,
49-3092,Recreational Vehicle Service Technicians,detailed,"11,200",5.2,17.69,"36,790",1.1,10.94,13.59,16.89,20.96,26.11,"22,760","28,260","35,140","43,590","54,300",,
49-3093,Tire Repairers and Changers,detailed,"99,370",2.3,12.29,"25,570",0.6,8.43,9.53,11.34,14.20,17.86,"17,540","19,830","23,590","29,530","37,160",,
49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"2,675,590",0.3,20.24,"42,100",0.2,10.68,14.07,18.85,25.45,32.25,"22,220","29,260","39,210","52,930","67,070",,
49-9010,Control and Valve Installers and Repairers,broad,"57,990",2.4,23.83,"49,570",0.9,13.00,16.60,22.36,30.43,36.74,"27,030","34,530","46,500","63,290","76,410",,
49-9011,Mechanical Door Repairers,detailed,"17,050",5.7,18.75,"39,000",1.5,11.57,14.21,17.63,22.11,27.91,"24,060","29,550","36,670","45,990","58,050",,
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"40,940",2.4,25.95,"53,970",0.9,14.25,18.58,25.47,32.89,39.01,"29,640","38,650","52,980","68,410","81,150",,
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,"251,700",1.4,22.17,"46,110",0.5,13.08,16.43,21.10,27.23,33.53,"27,210","34,170","43,880","56,650","69,740",,
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"251,700",1.4,22.17,"46,110",0.5,13.08,16.43,21.10,27.23,33.53,"27,210","34,170","43,880","56,650","69,740",,
49-9030,Home Appliance Repairers,broad,"32,920",4.9,17.89,"37,220",1.3,9.52,12.74,16.90,21.69,27.96,"19,810","26,500","35,150","45,100","58,160",,
49-9031,Home Appliance Repairers,detailed,"32,920",4.9,17.89,"37,220",1.3,9.52,12.74,16.90,21.69,27.96,"19,810","26,500","35,150","45,100","58,160",,
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,"436,800",0.7,23.24,"48,340",0.3,14.23,17.75,22.44,28.07,34.13,"29,600","36,920","46,670","58,380","70,980",,
49-9041,Industrial Machinery Mechanics,detailed,"306,860",0.9,23.83,"49,560",0.3,14.95,18.42,23.03,28.55,34.58,"31,090","38,320","47,910","59,380","71,930",,
49-9043,"Maintenance Workers, Machinery",detailed,"89,510",1.3,20.68,"43,010",0.4,12.43,15.78,20.00,25.02,29.38,"25,850","32,810","41,600","52,040","61,110",,
49-9044,Millwrights,detailed,"38,680",2.9,24.58,"51,130",0.9,14.78,18.75,24.05,30.63,35.41,"30,730","39,000","50,030","63,710","73,650",,
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,"1,750",9.5,20.87,"43,410",1.7,13.64,17.24,20.78,24.09,28.15,"28,380","35,850","43,220","50,120","58,540",,
49-9050,Line Installers and Repairers,broad,"231,400",1.5,27.83,"57,890",0.5,14.89,19.77,28.72,34.91,41.25,"30,980","41,110","59,750","72,600","85,790",,
49-9051,Electrical Power-Line Installers and Repairers,detailed,"111,350",1.8,30.47,"63,380",0.6,17.49,23.78,30.85,36.68,43.82,"36,370","49,470","64,170","76,300","91,150",,
49-9052,Telecommunications Line Installers and Repairers,detailed,"120,050",2.3,25.38,"52,790",0.7,13.54,17.32,25.30,33.25,37.20,"28,160","36,020","52,630","69,150","77,370",,
49-9060,Precision Instrument and Equipment Repairers,broad,"64,730",2.0,22.01,"45,790",0.7,12.17,15.58,20.78,27.47,34.16,"25,300","32,410","43,220","57,130","71,060",,
49-9061,Camera and Photographic Equipment Repairers,detailed,"3,180",9.9,19.09,"39,700",2.6,11.06,14.04,17.99,22.78,28.38,"23,000","29,190","37,430","47,380","59,030",,
49-9062,Medical Equipment Repairers,detailed,"40,090",2.4,22.65,"47,120",0.8,12.95,16.16,21.24,27.95,34.93,"26,930","33,610","44,180","58,130","72,660",,
49-9063,Musical Instrument Repairers and Tuners,detailed,"7,240",7.5,16.82,"34,990",1.9,9.56,11.69,15.26,20.19,27.46,"19,880","24,300","31,750","41,990","57,110",,
49-9064,Watch Repairers,detailed,"2,840",10.5,18.25,"37,970",3.7,9.73,11.75,17.05,22.79,28.63,"20,250","24,450","35,460","47,410","59,550",,
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"11,390",4.2,24.81,"51,600",1.2,15.05,19.17,24.67,29.53,35.05,"31,300","39,870","51,310","61,430","72,900",,
49-9070,"Maintenance and Repair Workers, General",broad,"1,249,080",0.4,18.13,"37,710",0.2,10.13,12.98,17.14,22.28,27.88,"21,070","27,000","35,640","46,340","57,990",,
49-9071,"Maintenance and Repair Workers, General",detailed,"1,249,080",0.4,18.13,"37,710",0.2,10.13,12.98,17.14,22.28,27.88,"21,070","27,000","35,640","46,340","57,990",,
49-9080,Wind Turbine Service Technicians,broad,"3,290",13.2,25.51,"53,050",2.5,17.24,20.04,23.79,28.89,35.82,"35,860","41,680","49,490","60,100","74,500",,
49-9081,Wind Turbine Service Technicians,detailed,"3,290",13.2,25.51,"53,050",2.5,17.24,20.04,23.79,28.89,35.82,"35,860","41,680","49,490","60,100","74,500",,
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"347,690",1.0,16.86,"35,060",0.4,9.06,11.14,15.16,21.15,27.50,"18,850","23,180","31,520","43,990","57,210",,
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"33,250",2.7,15.79,"32,840",0.9,9.15,11.69,15.16,18.97,22.92,"19,030","24,320","31,530","39,450","47,670",,
49-9092,Commercial Divers,detailed,"3,600",10.5,26.38,"54,880",3.3,13.81,16.89,23.04,29.41,45.40,"28,720","35,130","47,930","61,160","94,440",,
49-9093,"Fabric Menders, Except Garment",detailed,800,16.3,13.42,"27,910",6.4,8.57,9.92,12.24,15.82,19.22,"17,820","20,630","25,460","32,900","39,970",,
49-9094,Locksmiths and Safe Repairers,detailed,"17,400",3.8,19.15,"39,820",1.0,10.90,13.99,18.25,23.59,28.65,"22,670","29,090","37,950","49,070","59,600",,
49-9095,Manufactured Building and Mobile Home Installers,detailed,"3,510",13.7,15.01,"31,210",3.9,9.11,10.89,13.91,17.49,23.00,"18,950","22,640","28,940","36,380","47,850",,
49-9096,Riggers,detailed,"17,330",4.5,21.24,"44,180",1.4,12.67,15.53,20.32,26.01,30.70,"26,360","32,300","42,270","54,110","63,860",,
49-9097,Signal and Track Switch Repairers,detailed,"7,960",6.2,26.83,"55,810",2.1,19.05,23.46,26.75,30.54,35.53,"39,620","48,800","55,640","63,520","73,910",,
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"127,820",1.5,13.04,"27,120",0.5,8.43,9.52,11.78,15.27,19.56,"17,520","19,800","24,500","31,760","40,690",,
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"136,010",1.9,19.09,"39,700",0.6,10.15,13.07,17.66,23.86,29.46,"21,120","27,190","36,740","49,630","61,270",,
51-0000,Production Occupations,major,"8,765,180",0.3,16.79,"34,930",0.2,9.08,11.17,15.03,20.50,27.44,"18,890","23,240","31,250","42,650","57,080",,
51-1000,Supervisors of Production Workers,minor,"580,620",0.4,27.96,"58,150",0.2,15.72,20.05,26.29,34.31,43.42,"32,700","41,710","54,690","71,350","90,310",,
51-1010,First-Line Supervisors of Production and Operating Workers,broad,"580,620",0.4,27.96,"58,150",0.2,15.72,20.05,26.29,34.31,43.42,"32,700","41,710","54,690","71,350","90,310",,
51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"580,620",0.4,27.96,"58,150",0.2,15.72,20.05,26.29,34.31,43.42,"32,700","41,710","54,690","71,350","90,310",,
51-2000,Assemblers and Fabricators,minor,"1,757,500",0.7,15.10,"31,400",0.5,8.91,10.68,13.93,18.02,23.64,"18,530","22,210","28,960","37,480","49,160",,
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,"42,810",5.1,23.84,"49,580",2.0,14.05,17.50,22.76,31.20,35.38,"29,220","36,400","47,330","64,890","73,590",,
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"42,810",5.1,23.84,"49,580",2.0,14.05,17.50,22.76,31.20,35.38,"29,220","36,400","47,330","64,890","73,590",,
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"267,950",1.6,15.30,"31,830",0.5,9.40,11.29,14.31,18.09,22.52,"19,560","23,480","29,770","37,620","46,840",,
51-2021,"Coil Winders, Tapers, and Finishers",detailed,"14,590",3.6,15.54,"32,320",1.6,9.54,11.76,15.09,18.41,22.07,"19,840","24,460","31,380","38,290","45,910",,
51-2022,Electrical and Electronic Equipment Assemblers,detailed,"203,880",1.8,15.07,"31,350",0.5,9.20,10.98,14.01,17.84,22.44,"19,130","22,840","29,130","37,120","46,670",,
51-2023,Electromechanical Equipment Assemblers,detailed,"49,480",3.8,16.17,"33,630",0.8,10.47,12.53,15.29,19.03,22.91,"21,770","26,070","31,810","39,590","47,640",,
51-2030,Engine and Other Machine Assemblers,broad,"39,620",5.5,18.78,"39,060",1.4,11.94,14.63,17.93,22.70,27.11,"24,830","30,420","37,300","47,230","56,380",,
51-2031,Engine and Other Machine Assemblers,detailed,"39,620",5.5,18.78,"39,060",1.4,11.94,14.63,17.93,22.70,27.11,"24,830","30,420","37,300","47,230","56,380",,
51-2040,Structural Metal Fabricators and Fitters,broad,"77,860",2.2,18.19,"37,840",0.7,11.83,14.19,17.49,21.50,26.09,"24,600","29,510","36,370","44,710","54,280",,
51-2041,Structural Metal Fabricators and Fitters,detailed,"77,860",2.2,18.19,"37,840",0.7,11.83,14.19,17.49,21.50,26.09,"24,600","29,510","36,370","44,710","54,280",,
51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,329,260",0.8,14.48,"30,120",0.5,8.73,10.30,13.33,17.37,22.82,"18,160","21,430","27,730","36,130","47,470",,
51-2091,Fiberglass Laminators and Fabricators,detailed,"18,800",5.0,14.24,"29,620",1.0,9.42,11.21,13.68,16.80,19.94,"19,590","23,310","28,450","34,930","41,480",,
51-2092,Team Assemblers,detailed,"1,058,100",0.9,14.71,"30,590",0.8,8.79,10.43,13.54,17.62,23.44,"18,290","21,700","28,170","36,640","48,760",,
51-2093,Timing Device Assemblers and Adjusters,detailed,"1,460",25.9,15.10,"31,410",7.8,9.93,10.77,13.04,17.58,24.60,"20,660","22,390","27,130","36,560","51,160",,
51-2099,"Assemblers and Fabricators, All Other",detailed,"250,900",2.2,13.55,"28,190",0.7,8.50,9.78,12.37,16.27,20.40,"17,680","20,330","25,720","33,830","42,440",,
51-3000,Food Processing Workers,minor,"753,020",0.9,12.75,"26,530",0.3,8.51,9.69,11.86,14.75,18.58,"17,700","20,150","24,660","30,680","38,640",,
51-3010,Bakers,broad,"165,270",1.4,12.08,"25,120",0.4,8.32,9.21,11.13,14.09,17.84,"17,300","19,150","23,160","29,320","37,110",,
51-3011,Bakers,detailed,"165,270",1.4,12.08,"25,120",0.4,8.32,9.21,11.13,14.09,17.84,"17,300","19,150","23,160","29,320","37,110",,
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"381,890",1.5,12.69,"26,400",0.5,8.60,9.87,11.96,14.54,18.11,"17,880","20,530","24,870","30,250","37,670",,
51-3021,Butchers and Meat Cutters,detailed,"138,900",1.4,14.40,"29,950",0.4,8.83,10.49,13.63,17.58,21.70,"18,370","21,810","28,360","36,570","45,130",,
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"160,920",2.5,11.47,"23,850",0.8,8.40,9.45,11.12,13.28,14.83,"17,460","19,660","23,120","27,620","30,850",,
51-3023,Slaughterers and Meat Packers,detailed,"82,070",3.8,12.21,"25,400",1.3,8.77,10.14,12.01,14.10,16.39,"18,230","21,100","24,980","29,330","34,080",,
51-3090,Miscellaneous Food Processing Workers,broad,"205,860",1.7,13.41,"27,890",0.5,8.57,9.88,12.42,16.21,20.36,"17,830","20,560","25,840","33,720","42,350",,
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"18,750",4.8,14.14,"29,410",1.4,8.75,10.34,13.37,17.34,21.23,"18,190","21,510","27,800","36,060","44,160",,
51-3092,Food Batchmakers,detailed,"109,660",2.2,13.73,"28,560",0.7,8.60,9.94,12.77,16.82,20.96,"17,890","20,670","26,560","34,980","43,600",,
51-3093,Food Cooking Machine Operators and Tenders,detailed,"34,040",5.3,13.66,"28,410",1.3,8.59,10.03,12.86,16.77,20.57,"17,880","20,860","26,750","34,870","42,780",,
51-3099,"Food Processing Workers, All Other",detailed,"43,400",2.8,12.07,"25,110",0.9,8.43,9.62,11.27,13.89,17.23,"17,530","20,010","23,450","28,880","35,850",,
51-4000,Metal Workers and Plastic Workers,minor,"1,887,930",0.5,18.04,"37,510",0.2,10.67,13.35,17.12,21.71,27.16,"22,200","27,770","35,610","45,150","56,500",,
51-4010,Computer Control Programmers and Operators,broad,"164,270",1.7,18.78,"39,070",0.5,11.71,14.18,17.87,22.23,27.66,"24,350","29,500","37,170","46,240","57,540",,
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"139,930",1.9,17.94,"37,310",0.5,11.39,13.75,17.26,21.41,26.01,"23,690","28,590","35,900","44,530","54,100",,
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"24,340",2.3,23.64,"49,170",0.9,14.90,17.94,22.36,28.22,34.90,"31,000","37,320","46,510","58,700","72,600",,
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"128,250",1.8,16.68,"34,690",0.7,10.23,12.59,16.14,20.19,23.86,"21,280","26,190","33,580","41,990","49,630",,
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"73,140",2.4,15.94,"33,160",0.7,9.99,12.27,15.51,19.03,22.59,"20,790","25,520","32,270","39,580","46,980",,
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"22,570",3.7,16.89,"35,120",2.0,10.17,12.30,16.14,20.62,25.59,"21,160","25,590","33,570","42,890","53,230",,
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"32,550",3.7,18.19,"37,830",1.4,11.10,13.72,17.80,21.85,26.37,"23,090","28,530","37,030","45,440","54,850",,
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"344,000",1.1,16.03,"33,350",0.4,9.88,12.04,15.26,18.96,22.99,"20,560","25,030","31,740","39,440","47,810",,
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"187,640",1.5,15.15,"31,520",0.6,9.58,11.49,14.40,17.95,21.92,"19,920","23,910","29,950","37,330","45,590",,
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,880",3.7,17.59,"36,580",1.2,10.49,12.90,16.48,20.89,26.53,"21,810","26,820","34,270","43,460","55,180",,
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"70,910",2.0,16.27,"33,850",0.7,10.12,12.28,15.49,19.35,23.28,"21,060","25,540","32,220","40,240","48,410",,
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"41,730",2.6,17.73,"36,890",0.9,11.01,13.70,17.18,21.18,25.60,"22,890","28,500","35,740","44,060","53,250",,
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"23,850",3.5,17.98,"37,400",1.3,10.57,13.37,17.21,21.58,26.79,"21,990","27,810","35,790","44,880","55,730",,
51-4040,Machinists,broad,"391,130",0.9,19.72,"41,020",0.3,11.68,14.94,19.03,23.69,28.88,"24,280","31,080","39,570","49,270","60,070",,
51-4041,Machinists,detailed,"391,130",0.9,19.72,"41,020",0.3,11.68,14.94,19.03,23.69,28.88,"24,280","31,080","39,570","49,270","60,070",,
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"32,250",3.4,18.80,"39,110",1.2,12.03,14.47,18.54,22.21,26.73,"25,020","30,100","38,560","46,190","55,590",,
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"21,930",4.3,19.59,"40,750",1.4,12.60,15.57,19.49,22.68,27.22,"26,200","32,380","40,540","47,180","56,610",,
51-4052,"Pourers and Casters, Metal",detailed,"10,320",4.3,17.13,"35,630",1.4,11.08,13.04,16.15,20.49,24.90,"23,050","27,120","33,600","42,620","51,800",,
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"10,360",4.4,21.90,"45,560",1.3,12.17,16.06,21.31,27.36,33.14,"25,310","33,410","44,320","56,910","68,930",,
51-4061,"Model Makers, Metal and Plastic",detailed,"6,200",6.1,23.04,"47,920",1.4,13.32,16.96,22.15,28.72,34.32,"27,710","35,270","46,080","59,730","71,380",,
51-4062,"Patternmakers, Metal and Plastic",detailed,"4,160",5.7,20.21,"42,030",2.2,10.78,14.62,20.10,25.50,29.65,"22,420","30,420","41,820","53,030","61,670",,
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"137,910",1.7,14.63,"30,440",0.5,9.22,10.96,13.76,17.47,21.66,"19,190","22,790","28,630","36,340","45,040",,
51-4071,Foundry Mold and Coremakers,detailed,"13,100",4.5,15.07,"31,350",0.9,9.97,11.71,14.59,17.81,21.46,"20,740","24,360","30,340","37,040","44,640",,
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"124,810",1.9,14.59,"30,340",0.6,9.15,10.88,13.68,17.42,21.68,"19,030","22,630","28,450","36,240","45,100",,
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,"93,100",2.1,17.02,"35,400",0.7,10.71,13.16,16.50,20.28,24.19,"22,280","27,370","34,330","42,190","50,320",,
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"93,100",2.1,17.02,"35,400",0.7,10.71,13.16,16.50,20.28,24.19,"22,280","27,370","34,330","42,190","50,320",,
51-4110,Tool and Die Makers,broad,"78,700",2.9,23.74,"49,390",0.7,15.23,19.00,23.06,28.66,34.05,"31,670","39,510","47,960","59,620","70,820",,
51-4111,Tool and Die Makers,detailed,"78,700",2.9,23.74,"49,390",0.7,15.23,19.00,23.06,28.66,34.05,"31,670","39,510","47,960","59,620","70,820",,
51-4120,"Welding, Soldering, and Brazing Workers",broad,"403,100",0.8,18.60,"38,700",0.3,11.88,14.34,17.51,21.77,27.17,"24,700","29,820","36,430","45,290","56,520",,
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"352,250",0.9,18.80,"39,110",0.3,12.01,14.51,17.66,21.94,27.46,"24,990","30,180","36,720","45,640","57,120",,
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"50,860",2.4,17.21,"35,800",0.8,10.90,13.30,16.54,20.39,24.81,"22,680","27,670","34,410","42,400","51,610",,
